,case:concept:name,concept:name,time:timestamp
778,d4227cbc-9bc1-4c22-97c1-b477e59286cc,confirm order,2023-12-08 02:24:35
779,d4227cbc-9bc1-4c22-97c1-b477e59286cc,send invoice,2023-12-08 02:24:40
780,d4227cbc-9bc1-4c22-97c1-b477e59286cc,ship goods,2023-12-08 17:17:50
781,d4227cbc-9bc1-4c22-97c1-b477e59286cc,archive order,2023-12-08 17:17:51
782,b06bbf5b-743a-4773-a3b3-f96bac67c25b,check availability,2023-12-08 02:24:33
783,b06bbf5b-743a-4773-a3b3-f96bac67c25b,confirm order,2023-12-08 02:24:39
784,b06bbf5b-743a-4773-a3b3-f96bac67c25b,send invoice,2023-12-08 02:24:45
785,b06bbf5b-743a-4773-a3b3-f96bac67c25b,ship goods,2023-12-08 17:17:45
786,b06bbf5b-743a-4773-a3b3-f96bac67c25b,archive order,2023-12-08 17:17:47
787,a146f88e-9261-41b2-9540-7c4aabdff734,check availability,2023-12-08 02:24:36
788,a146f88e-9261-41b2-9540-7c4aabdff734,confirm order,2023-12-08 02:24:39
789,a146f88e-9261-41b2-9540-7c4aabdff734,send invoice,2023-12-08 02:24:41
790,a146f88e-9261-41b2-9540-7c4aabdff734,ship goods,2023-12-08 17:17:47
791,a146f88e-9261-41b2-9540-7c4aabdff734,archive order,2023-12-08 17:17:49
792,5cf793c3-44fc-4de7-bdcc-d560518af213,check availability,2023-12-08 02:24:38
793,5cf793c3-44fc-4de7-bdcc-d560518af213,confirm order,2023-12-08 02:24:40
794,5cf793c3-44fc-4de7-bdcc-d560518af213,ship goods,2023-12-08 17:17:46
795,5cf793c3-44fc-4de7-bdcc-d560518af213,send invoice,2023-12-08 17:17:50
796,5cf793c3-44fc-4de7-bdcc-d560518af213,archive order,2023-12-08 17:17:52
797,96e8119c-a110-4ad2-b692-2d12fc09d459,check availability,2023-12-08 02:24:38
798,96e8119c-a110-4ad2-b692-2d12fc09d459,confirm order,2023-12-08 02:24:44
799,96e8119c-a110-4ad2-b692-2d12fc09d459,send invoice,2023-12-08 02:24:55
800,96e8119c-a110-4ad2-b692-2d12fc09d459,ship goods,2023-12-08 17:18:04
801,96e8119c-a110-4ad2-b692-2d12fc09d459,archive order,2023-12-08 17:18:06
802,0cbfc0d1-8bca-436d-9113-73ee890b8deb,check availability,2023-12-08 02:24:38
803,0cbfc0d1-8bca-436d-9113-73ee890b8deb,confirm order,2023-12-08 02:24:44
804,0cbfc0d1-8bca-436d-9113-73ee890b8deb,send invoice,2023-12-08 02:24:48
805,0cbfc0d1-8bca-436d-9113-73ee890b8deb,ship goods,2023-12-08 17:17:53
806,0cbfc0d1-8bca-436d-9113-73ee890b8deb,archive order,2023-12-08 17:17:55
807,f3e31d1b-c839-49aa-ba44-bd6e6c623e90,check availability,2023-12-08 02:24:38
808,f3e31d1b-c839-49aa-ba44-bd6e6c623e90,confirm order,2023-12-08 02:24:42
809,f3e31d1b-c839-49aa-ba44-bd6e6c623e90,send invoice,2023-12-08 02:24:48
810,f3e31d1b-c839-49aa-ba44-bd6e6c623e90,ship goods,2023-12-08 17:17:58
811,f3e31d1b-c839-49aa-ba44-bd6e6c623e90,archive order,2023-12-08 17:18:00
812,a52ab145-d48c-4e9f-9662-a6596a836fa2,check availability,2023-12-08 02:24:41
813,a52ab145-d48c-4e9f-9662-a6596a836fa2,confirm order,2023-12-08 02:24:44
814,a52ab145-d48c-4e9f-9662-a6596a836fa2,send invoice,2023-12-08 02:24:49
815,a52ab145-d48c-4e9f-9662-a6596a836fa2,ship goods,2023-12-08 17:17:59
816,a52ab145-d48c-4e9f-9662-a6596a836fa2,archive order,2023-12-08 17:18:02
817,a883b72c-7a5a-4632-8bbf-234293cb2cd6,check availability,2023-12-08 02:24:42
818,a883b72c-7a5a-4632-8bbf-234293cb2cd6,confirm order,2023-12-08 02:24:45
819,a883b72c-7a5a-4632-8bbf-234293cb2cd6,send invoice,2023-12-08 02:24:51
820,a883b72c-7a5a-4632-8bbf-234293cb2cd6,ship goods,2023-12-08 17:17:56
821,a883b72c-7a5a-4632-8bbf-234293cb2cd6,archive order,2023-12-08 17:17:58
822,0f69c9a0-7b93-4eb7-9464-c68e15574e80,check availability,2023-12-08 02:24:43
823,0f69c9a0-7b93-4eb7-9464-c68e15574e80,confirm order,2023-12-08 02:24:44
824,0f69c9a0-7b93-4eb7-9464-c68e15574e80,send invoice,2023-12-08 02:24:49
825,0f69c9a0-7b93-4eb7-9464-c68e15574e80,ship goods,2023-12-08 17:17:54
826,0f69c9a0-7b93-4eb7-9464-c68e15574e80,archive order,2023-12-08 17:17:55
827,0850cff8-9b34-4154-9b6a-c7dea504e86f,check availability,2023-12-08 02:24:43
828,0850cff8-9b34-4154-9b6a-c7dea504e86f,confirm order,2023-12-08 02:24:48
829,0850cff8-9b34-4154-9b6a-c7dea504e86f,ship goods,2023-12-08 17:17:56
830,0850cff8-9b34-4154-9b6a-c7dea504e86f,send invoice,2023-12-08 17:17:59
831,0850cff8-9b34-4154-9b6a-c7dea504e86f,archive order,2023-12-08 17:18:01
832,1a19d5b5-6214-443f-a3bd-25fd130cb848,check availability,2023-12-08 02:24:43
833,1a19d5b5-6214-443f-a3bd-25fd130cb848,confirm order,2023-12-08 02:24:45
834,1a19d5b5-6214-443f-a3bd-25fd130cb848,send invoice,2023-12-08 02:24:48
835,1a19d5b5-6214-443f-a3bd-25fd130cb848,ship goods,2023-12-08 17:17:55
836,1a19d5b5-6214-443f-a3bd-25fd130cb848,archive order,2023-12-08 17:17:57
837,8989a327-ebca-410f-9dbe-e796946238ce,check availability,2023-12-08 02:24:44
838,8989a327-ebca-410f-9dbe-e796946238ce,confirm order,2023-12-08 02:24:48
839,8989a327-ebca-410f-9dbe-e796946238ce,ship goods,2023-12-08 17:17:52
840,8989a327-ebca-410f-9dbe-e796946238ce,send invoice,2023-12-08 17:17:56
841,8989a327-ebca-410f-9dbe-e796946238ce,archive order,2023-12-08 17:17:58
842,619c5dae-a719-4890-aac7-455c092c1b37,check availability,2023-12-08 02:24:46
843,619c5dae-a719-4890-aac7-455c092c1b37,confirm order,2023-12-08 02:24:51
844,619c5dae-a719-4890-aac7-455c092c1b37,send invoice,2023-12-08 02:24:56
845,619c5dae-a719-4890-aac7-455c092c1b37,ship goods,2023-12-08 17:18:02
846,619c5dae-a719-4890-aac7-455c092c1b37,archive order,2023-12-08 17:18:05
847,2a21416f-432c-4a21-ab58-779a364a411d,check availability,2023-12-08 02:24:47
848,2a21416f-432c-4a21-ab58-779a364a411d,confirm order,2023-12-08 02:24:51
849,2a21416f-432c-4a21-ab58-779a364a411d,send invoice,2023-12-08 02:24:57
850,2a21416f-432c-4a21-ab58-779a364a411d,ship goods,2023-12-08 17:18:04
851,2a21416f-432c-4a21-ab58-779a364a411d,archive order,2023-12-08 17:18:06
852,0f99adc2-6ea2-42cf-8b40-b224469231e4,check availability,2023-12-08 02:24:47
853,0f99adc2-6ea2-42cf-8b40-b224469231e4,confirm order,2023-12-08 02:24:51
854,0f99adc2-6ea2-42cf-8b40-b224469231e4,send invoice,2023-12-08 02:24:55
855,0f99adc2-6ea2-42cf-8b40-b224469231e4,ship goods,2023-12-08 17:18:03
856,0f99adc2-6ea2-42cf-8b40-b224469231e4,archive order,2023-12-08 17:18:05
857,9747b227-d560-431b-b173-ebaf242c4f43,check availability,2023-12-08 02:24:48
858,9747b227-d560-431b-b173-ebaf242c4f43,confirm order,2023-12-08 02:24:52
859,9747b227-d560-431b-b173-ebaf242c4f43,ship goods,2023-12-08 17:17:56
860,9747b227-d560-431b-b173-ebaf242c4f43,send invoice,2023-12-08 17:18:03
861,9747b227-d560-431b-b173-ebaf242c4f43,archive order,2023-12-08 17:18:05
862,7e4c5fd4-0e7e-4ac2-92ea-1606e906b163,check availability,2023-12-08 02:24:49
863,7e4c5fd4-0e7e-4ac2-92ea-1606e906b163,confirm order,2023-12-08 02:24:53
864,7e4c5fd4-0e7e-4ac2-92ea-1606e906b163,send invoice,2023-12-08 02:24:57
865,7e4c5fd4-0e7e-4ac2-92ea-1606e906b163,ship goods,2023-12-08 17:18:00
866,7e4c5fd4-0e7e-4ac2-92ea-1606e906b163,archive order,2023-12-08 17:18:02
867,54231891-c90d-4a5f-a9b2-3eb3eb073399,check availability,2023-12-08 02:24:52
868,54231891-c90d-4a5f-a9b2-3eb3eb073399,confirm order,2023-12-08 02:24:57
869,54231891-c90d-4a5f-a9b2-3eb3eb073399,ship goods,2023-12-08 17:17:59
870,54231891-c90d-4a5f-a9b2-3eb3eb073399,send invoice,2023-12-08 17:18:07
871,54231891-c90d-4a5f-a9b2-3eb3eb073399,archive order,2023-12-08 17:18:09
872,f7f80053-dbac-49ec-b773-bbd8b42cc9b5,check availability,2023-12-08 02:24:53
873,f7f80053-dbac-49ec-b773-bbd8b42cc9b5,confirm order,2023-12-08 02:24:59
874,f7f80053-dbac-49ec-b773-bbd8b42cc9b5,send invoice,2023-12-08 02:25:02
875,f7f80053-dbac-49ec-b773-bbd8b42cc9b5,ship goods,2023-12-08 17:18:08
876,f7f80053-dbac-49ec-b773-bbd8b42cc9b5,archive order,2023-12-08 17:18:10
877,3ebb9051-021c-4e82-be87-5aef1d9103fa,check availability,2023-12-08 02:24:55
878,3ebb9051-021c-4e82-be87-5aef1d9103fa,confirm order,2023-12-08 02:24:58
879,3ebb9051-021c-4e82-be87-5aef1d9103fa,send invoice,2023-12-08 02:25:05
880,3ebb9051-021c-4e82-be87-5aef1d9103fa,ship goods,2023-12-08 17:18:13
881,3ebb9051-021c-4e82-be87-5aef1d9103fa,archive order,2023-12-08 17:18:15
882,20ecec5e-962e-4844-ac83-058721ffa186,check availability,2023-12-08 02:24:56
883,20ecec5e-962e-4844-ac83-058721ffa186,confirm order,2023-12-08 02:24:59
884,20ecec5e-962e-4844-ac83-058721ffa186,send invoice,2023-12-08 02:25:08
885,20ecec5e-962e-4844-ac83-058721ffa186,ship goods,2023-12-08 17:18:15
886,20ecec5e-962e-4844-ac83-058721ffa186,archive order,2023-12-08 17:18:17
887,ab3205f4-17cc-44ec-b278-264de0487785,check availability,2023-12-08 02:24:57
888,ab3205f4-17cc-44ec-b278-264de0487785,confirm order,2023-12-08 02:25:03
889,ab3205f4-17cc-44ec-b278-264de0487785,send invoice,2023-12-08 02:25:15
890,ab3205f4-17cc-44ec-b278-264de0487785,ship goods,2023-12-08 17:18:23
891,ab3205f4-17cc-44ec-b278-264de0487785,archive order,2023-12-08 17:18:25
892,3e041fff-0915-436d-b550-49d364d4d810,check availability,2023-12-08 02:24:57
893,3e041fff-0915-436d-b550-49d364d4d810,confirm order,2023-12-08 02:25:01
894,3e041fff-0915-436d-b550-49d364d4d810,send invoice,2023-12-08 02:25:05
895,3e041fff-0915-436d-b550-49d364d4d810,ship goods,2023-12-08 17:18:15
896,3e041fff-0915-436d-b550-49d364d4d810,archive order,2023-12-08 17:18:17
897,2ef1b18c-2f22-4964-a083-46bb947428c2,check availability,2023-12-08 02:24:58
898,2ef1b18c-2f22-4964-a083-46bb947428c2,confirm order,2023-12-08 02:25:01
899,2ef1b18c-2f22-4964-a083-46bb947428c2,send invoice,2023-12-08 02:25:04
900,2ef1b18c-2f22-4964-a083-46bb947428c2,ship goods,2023-12-08 17:18:13
901,2ef1b18c-2f22-4964-a083-46bb947428c2,archive order,2023-12-08 17:18:15
902,213c9020-8e3d-465a-a999-b5684d926afe,check availability,2023-12-08 02:25:00
903,213c9020-8e3d-465a-a999-b5684d926afe,confirm order,2023-12-08 02:25:06
904,213c9020-8e3d-465a-a999-b5684d926afe,send invoice,2023-12-08 02:25:11
905,213c9020-8e3d-465a-a999-b5684d926afe,ship goods,2023-12-08 17:18:16
906,213c9020-8e3d-465a-a999-b5684d926afe,archive order,2023-12-08 17:18:18
907,d679a703-9105-42e9-a118-0997ee650244,check availability,2023-12-08 02:25:01
908,d679a703-9105-42e9-a118-0997ee650244,confirm order,2023-12-08 02:25:07
909,d679a703-9105-42e9-a118-0997ee650244,ship goods,2023-12-08 17:18:11
910,d679a703-9105-42e9-a118-0997ee650244,send invoice,2023-12-08 17:18:18
911,d679a703-9105-42e9-a118-0997ee650244,archive order,2023-12-08 17:18:20
912,429e7c12-ae75-4ca3-9075-9ae015ec2e79,check availability,2023-12-08 02:25:02
913,429e7c12-ae75-4ca3-9075-9ae015ec2e79,confirm order,2023-12-08 02:25:05
914,429e7c12-ae75-4ca3-9075-9ae015ec2e79,ship goods,2023-12-08 17:18:11
915,429e7c12-ae75-4ca3-9075-9ae015ec2e79,send invoice,2023-12-08 17:18:15
916,429e7c12-ae75-4ca3-9075-9ae015ec2e79,archive order,2023-12-08 17:18:17
917,1662ff12-3f96-4ff7-a973-49acfd4c3ae1,check availability,2023-12-08 02:25:03
918,1662ff12-3f96-4ff7-a973-49acfd4c3ae1,confirm order,2023-12-08 02:25:07
919,1662ff12-3f96-4ff7-a973-49acfd4c3ae1,send invoice,2023-12-08 02:25:19
920,1662ff12-3f96-4ff7-a973-49acfd4c3ae1,ship goods,2023-12-08 17:18:21
921,1662ff12-3f96-4ff7-a973-49acfd4c3ae1,archive order,2023-12-08 17:18:23
922,f9c96885-c025-40c5-a222-8712b0838590,check availability,2023-12-08 02:25:03
923,f9c96885-c025-40c5-a222-8712b0838590,confirm order,2023-12-08 02:25:05
924,f9c96885-c025-40c5-a222-8712b0838590,ship goods,2023-12-08 17:18:12
925,f9c96885-c025-40c5-a222-8712b0838590,send invoice,2023-12-08 17:18:13
926,f9c96885-c025-40c5-a222-8712b0838590,archive order,2023-12-08 17:18:15
927,a272d358-c178-46c8-8959-483b7ce29912,check availability,2023-12-08 02:25:03
928,a272d358-c178-46c8-8959-483b7ce29912,confirm order,2023-12-08 02:25:07
929,a272d358-c178-46c8-8959-483b7ce29912,ship goods,2023-12-08 17:18:16
930,a272d358-c178-46c8-8959-483b7ce29912,send invoice,2023-12-08 17:18:17
931,a272d358-c178-46c8-8959-483b7ce29912,archive order,2023-12-08 17:18:20
932,5ca4355e-ccc8-4bad-b0b5-76535b671056,check availability,2023-12-08 02:25:05
933,5ca4355e-ccc8-4bad-b0b5-76535b671056,confirm order,2023-12-08 02:25:09
934,5ca4355e-ccc8-4bad-b0b5-76535b671056,send invoice,2023-12-08 02:25:11
935,5ca4355e-ccc8-4bad-b0b5-76535b671056,ship goods,2023-12-08 17:18:12
936,5ca4355e-ccc8-4bad-b0b5-76535b671056,archive order,2023-12-08 17:18:14
937,1df80a62-ed95-4971-b287-543526df06ee,check availability,2023-12-08 02:25:08
938,1df80a62-ed95-4971-b287-543526df06ee,confirm order,2023-12-08 02:25:14
939,1df80a62-ed95-4971-b287-543526df06ee,send invoice,2023-12-08 02:25:26
940,1df80a62-ed95-4971-b287-543526df06ee,ship goods,2023-12-08 17:18:34
941,1df80a62-ed95-4971-b287-543526df06ee,archive order,2023-12-08 17:18:36
942,e0e6c2c9-d88d-40da-a5ff-250a68cfec81,check availability,2023-12-08 02:25:09
943,e0e6c2c9-d88d-40da-a5ff-250a68cfec81,confirm order,2023-12-08 02:25:11
944,e0e6c2c9-d88d-40da-a5ff-250a68cfec81,send invoice,2023-12-08 02:25:23
945,e0e6c2c9-d88d-40da-a5ff-250a68cfec81,ship goods,2023-12-08 17:18:28
946,e0e6c2c9-d88d-40da-a5ff-250a68cfec81,archive order,2023-12-08 17:18:29
947,17112ee7-250e-4f00-a8e0-0f79b8ae12b4,check availability,2023-12-08 02:25:09
948,17112ee7-250e-4f00-a8e0-0f79b8ae12b4,confirm order,2023-12-08 02:25:14
949,17112ee7-250e-4f00-a8e0-0f79b8ae12b4,send invoice,2023-12-08 02:25:24
950,17112ee7-250e-4f00-a8e0-0f79b8ae12b4,ship goods,2023-12-08 17:18:33
951,17112ee7-250e-4f00-a8e0-0f79b8ae12b4,archive order,2023-12-08 17:18:35
952,de272ae2-fc6e-4229-a828-f285c944d40f,check availability,2023-12-08 02:25:11
953,de272ae2-fc6e-4229-a828-f285c944d40f,confirm order,2023-12-08 02:25:16
954,de272ae2-fc6e-4229-a828-f285c944d40f,send invoice,2023-12-08 02:25:18
955,de272ae2-fc6e-4229-a828-f285c944d40f,ship goods,2023-12-08 17:18:37
956,de272ae2-fc6e-4229-a828-f285c944d40f,archive order,2023-12-08 17:18:39
957,238f8550-2d37-4f2f-9910-16b11ef5a6cd,check availability,2023-12-08 02:25:12
958,238f8550-2d37-4f2f-9910-16b11ef5a6cd,confirm order,2023-12-08 02:25:18
959,238f8550-2d37-4f2f-9910-16b11ef5a6cd,send invoice,2023-12-08 02:25:24
960,238f8550-2d37-4f2f-9910-16b11ef5a6cd,ship goods,2023-12-08 17:18:31
961,238f8550-2d37-4f2f-9910-16b11ef5a6cd,archive order,2023-12-08 17:18:33
962,52eab191-ec03-44c8-9904-f830d55b1eab,check availability,2023-12-08 02:25:12
963,52eab191-ec03-44c8-9904-f830d55b1eab,confirm order,2023-12-08 02:25:16
964,52eab191-ec03-44c8-9904-f830d55b1eab,send invoice,2023-12-08 02:25:25
965,52eab191-ec03-44c8-9904-f830d55b1eab,ship goods,2023-12-08 17:18:33
966,52eab191-ec03-44c8-9904-f830d55b1eab,archive order,2023-12-08 17:18:35
967,4fbf93db-6137-4422-bcda-879211865b90,check availability,2023-12-08 02:25:13
968,4fbf93db-6137-4422-bcda-879211865b90,confirm order,2023-12-08 02:25:18
969,4fbf93db-6137-4422-bcda-879211865b90,send invoice,2023-12-08 02:25:20
970,4fbf93db-6137-4422-bcda-879211865b90,ship goods,2023-12-08 17:18:22
971,4fbf93db-6137-4422-bcda-879211865b90,archive order,2023-12-08 17:18:24
972,89086007-4410-4a6d-9f5d-9b2be289533e,check availability,2023-12-08 02:25:14
973,89086007-4410-4a6d-9f5d-9b2be289533e,confirm order,2023-12-08 02:25:21
974,89086007-4410-4a6d-9f5d-9b2be289533e,send invoice,2023-12-08 02:25:32
975,89086007-4410-4a6d-9f5d-9b2be289533e,ship goods,2023-12-08 17:18:42
976,89086007-4410-4a6d-9f5d-9b2be289533e,archive order,2023-12-08 17:18:44
977,589065ea-e31e-4cd6-b346-145413d3550f,check availability,2023-12-08 02:25:17
978,589065ea-e31e-4cd6-b346-145413d3550f,confirm order,2023-12-08 02:25:23
979,589065ea-e31e-4cd6-b346-145413d3550f,send invoice,2023-12-08 02:25:28
980,589065ea-e31e-4cd6-b346-145413d3550f,ship goods,2023-12-08 17:18:30
981,589065ea-e31e-4cd6-b346-145413d3550f,archive order,2023-12-08 17:18:32
982,13171857-dec6-4158-b51f-f3d106c7d5b3,check availability,2023-12-08 02:25:18
983,13171857-dec6-4158-b51f-f3d106c7d5b3,confirm order,2023-12-08 02:25:23
984,13171857-dec6-4158-b51f-f3d106c7d5b3,send invoice,2023-12-08 02:25:35
985,13171857-dec6-4158-b51f-f3d106c7d5b3,ship goods,2023-12-08 17:18:42
986,13171857-dec6-4158-b51f-f3d106c7d5b3,archive order,2023-12-08 17:18:44
987,0c1351c1-fc57-4763-a00c-006251b5df6d,check availability,2023-12-08 02:25:19
988,0c1351c1-fc57-4763-a00c-006251b5df6d,confirm order,2023-12-08 02:25:24
989,0c1351c1-fc57-4763-a00c-006251b5df6d,ship goods,2023-12-08 17:18:27
990,0c1351c1-fc57-4763-a00c-006251b5df6d,send invoice,2023-12-08 17:18:32
991,0c1351c1-fc57-4763-a00c-006251b5df6d,archive order,2023-12-08 17:18:35
992,120d1429-6cc5-459b-8284-97be8894bdbc,check availability,2023-12-08 02:25:21
993,120d1429-6cc5-459b-8284-97be8894bdbc,confirm order,2023-12-08 02:25:27
994,120d1429-6cc5-459b-8284-97be8894bdbc,ship goods,2023-12-08 17:18:34
995,120d1429-6cc5-459b-8284-97be8894bdbc,send invoice,2023-12-08 17:18:36
996,120d1429-6cc5-459b-8284-97be8894bdbc,archive order,2023-12-08 17:18:39
997,1618fdba-adbd-4959-b72a-2e770d5f773c,check availability,2023-12-08 02:25:21
998,1618fdba-adbd-4959-b72a-2e770d5f773c,confirm order,2023-12-08 02:25:25
999,1618fdba-adbd-4959-b72a-2e770d5f773c,ship goods,2023-12-09 01:33:31
1000,1618fdba-adbd-4959-b72a-2e770d5f773c,send invoice,2023-12-09 01:33:34
1001,1618fdba-adbd-4959-b72a-2e770d5f773c,archive order,2023-12-09 01:33:36
1002,2204789b-edac-439f-8eec-beb2b235bb1b,check availability,2023-12-08 02:25:22
1003,2204789b-edac-439f-8eec-beb2b235bb1b,confirm order,2023-12-08 02:25:25
1004,2204789b-edac-439f-8eec-beb2b235bb1b,ship goods,2023-12-09 01:33:27
1005,2204789b-edac-439f-8eec-beb2b235bb1b,send invoice,2023-12-09 01:33:31
1006,2204789b-edac-439f-8eec-beb2b235bb1b,archive order,2023-12-09 01:33:33
1007,1366d6f0-2459-4d3c-b63a-bcf952efc428,check availability,2023-12-08 02:25:23
1008,1366d6f0-2459-4d3c-b63a-bcf952efc428,confirm order,2023-12-08 02:25:29
1009,1366d6f0-2459-4d3c-b63a-bcf952efc428,ship goods,2023-12-09 01:33:34
1010,1366d6f0-2459-4d3c-b63a-bcf952efc428,send invoice,2023-12-09 01:33:41
1011,1366d6f0-2459-4d3c-b63a-bcf952efc428,archive order,2023-12-09 01:33:43
1012,c819b563-d14f-4055-af71-67daeb5f2f13,check availability,2023-12-08 02:25:24
1013,c819b563-d14f-4055-af71-67daeb5f2f13,confirm order,2023-12-08 02:25:30
1014,c819b563-d14f-4055-af71-67daeb5f2f13,send invoice,2023-12-08 02:25:34
1015,c819b563-d14f-4055-af71-67daeb5f2f13,ship goods,2023-12-09 01:33:44
1016,c819b563-d14f-4055-af71-67daeb5f2f13,archive order,2023-12-09 01:33:46
1017,3c33a724-6661-4326-b779-882a6244f7df,check availability,2023-12-08 02:25:24
1018,3c33a724-6661-4326-b779-882a6244f7df,confirm order,2023-12-08 02:25:26
1019,3c33a724-6661-4326-b779-882a6244f7df,send invoice,2023-12-08 02:25:28
1020,3c33a724-6661-4326-b779-882a6244f7df,ship goods,2023-12-09 01:33:40
1021,3c33a724-6661-4326-b779-882a6244f7df,archive order,2023-12-09 01:33:43
1022,c469c30c-4f80-403f-b0e8-f3ce382dba09,check availability,2023-12-08 02:25:24
1023,c469c30c-4f80-403f-b0e8-f3ce382dba09,confirm order,2023-12-08 02:25:27
1024,c469c30c-4f80-403f-b0e8-f3ce382dba09,send invoice,2023-12-08 02:25:30
1025,c469c30c-4f80-403f-b0e8-f3ce382dba09,ship goods,2023-12-09 01:33:38
1026,c469c30c-4f80-403f-b0e8-f3ce382dba09,archive order,2023-12-09 01:33:41
1027,f739b7d1-7001-46d3-aa50-72931f7abee9,check availability,2023-12-08 02:25:24
1028,f739b7d1-7001-46d3-aa50-72931f7abee9,confirm order,2023-12-08 02:25:28
1029,f739b7d1-7001-46d3-aa50-72931f7abee9,ship goods,2023-12-09 01:33:33
1030,f739b7d1-7001-46d3-aa50-72931f7abee9,send invoice,2023-12-09 01:33:40
1031,f739b7d1-7001-46d3-aa50-72931f7abee9,archive order,2023-12-09 01:33:41
1032,281af4e5-7a9a-459a-8efe-ed748825df7d,check availability,2023-12-08 02:25:25
1033,281af4e5-7a9a-459a-8efe-ed748825df7d,confirm order,2023-12-08 02:25:29
1034,281af4e5-7a9a-459a-8efe-ed748825df7d,send invoice,2023-12-08 02:25:39
1035,281af4e5-7a9a-459a-8efe-ed748825df7d,ship goods,2023-12-09 01:33:48
1036,281af4e5-7a9a-459a-8efe-ed748825df7d,archive order,2023-12-09 01:33:50
1037,98efbbb6-8036-4a36-87f3-2932fd7396d7,check availability,2023-12-08 02:25:27
1038,98efbbb6-8036-4a36-87f3-2932fd7396d7,confirm order,2023-12-08 02:25:30
1039,98efbbb6-8036-4a36-87f3-2932fd7396d7,ship goods,2023-12-09 01:33:35
1040,98efbbb6-8036-4a36-87f3-2932fd7396d7,send invoice,2023-12-09 01:33:36
1041,98efbbb6-8036-4a36-87f3-2932fd7396d7,archive order,2023-12-09 01:33:38
1042,3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,check availability,2023-12-08 02:25:29
1043,3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,confirm order,2023-12-08 02:25:31
1044,3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,ship goods,2023-12-09 01:33:35
1045,3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,send invoice,2023-12-09 01:33:35
1046,3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,archive order,2023-12-09 01:33:37
1047,8b1bdb88-2562-473c-95e0-ea6ccd49fa40,check availability,2023-12-08 02:25:29
1048,8b1bdb88-2562-473c-95e0-ea6ccd49fa40,confirm order,2023-12-08 02:25:30
1049,8b1bdb88-2562-473c-95e0-ea6ccd49fa40,send invoice,2023-12-08 02:25:34
1050,8b1bdb88-2562-473c-95e0-ea6ccd49fa40,ship goods,2023-12-09 01:33:46
1051,8b1bdb88-2562-473c-95e0-ea6ccd49fa40,archive order,2023-12-09 01:33:48
1052,9e738823-2066-451e-89de-140db8d656df,check availability,2023-12-08 02:25:29
1053,9e738823-2066-451e-89de-140db8d656df,confirm order,2023-12-08 02:25:31
1054,9e738823-2066-451e-89de-140db8d656df,send invoice,2023-12-08 02:25:38
1055,9e738823-2066-451e-89de-140db8d656df,ship goods,2023-12-09 01:33:44
1056,9e738823-2066-451e-89de-140db8d656df,archive order,2023-12-09 01:33:46
1057,e09bc261-8f37-4233-ada6-449d7c3bfb53,check availability,2023-12-08 02:25:30
1058,e09bc261-8f37-4233-ada6-449d7c3bfb53,confirm order,2023-12-08 02:25:34
1059,e09bc261-8f37-4233-ada6-449d7c3bfb53,send invoice,2023-12-08 02:25:39
1060,e09bc261-8f37-4233-ada6-449d7c3bfb53,ship goods,2023-12-09 01:33:53
1061,e09bc261-8f37-4233-ada6-449d7c3bfb53,archive order,2023-12-09 01:33:55
1062,41618066-bf9f-4b90-869c-b28e925e2b6f,check availability,2023-12-08 02:25:30
1063,41618066-bf9f-4b90-869c-b28e925e2b6f,confirm order,2023-12-08 02:25:36
1064,41618066-bf9f-4b90-869c-b28e925e2b6f,send invoice,2023-12-08 02:25:43
1065,41618066-bf9f-4b90-869c-b28e925e2b6f,ship goods,2023-12-09 01:33:48
1066,41618066-bf9f-4b90-869c-b28e925e2b6f,archive order,2023-12-09 01:33:50
1067,438ebc65-ca86-4e75-86a3-45965872e931,check availability,2023-12-08 02:25:31
1068,438ebc65-ca86-4e75-86a3-45965872e931,confirm order,2023-12-08 02:25:33
1069,438ebc65-ca86-4e75-86a3-45965872e931,ship goods,2023-12-09 01:33:38
1070,438ebc65-ca86-4e75-86a3-45965872e931,send invoice,2023-12-09 01:33:43
1071,438ebc65-ca86-4e75-86a3-45965872e931,archive order,2023-12-09 01:33:45
1072,b536f9ba-c746-42c1-82d3-c26b65b24d6b,check availability,2023-12-08 02:25:35
1073,b536f9ba-c746-42c1-82d3-c26b65b24d6b,confirm order,2023-12-08 02:25:39
1074,b536f9ba-c746-42c1-82d3-c26b65b24d6b,send invoice,2023-12-08 02:25:43
1075,b536f9ba-c746-42c1-82d3-c26b65b24d6b,ship goods,2023-12-09 02:40:54
1076,b536f9ba-c746-42c1-82d3-c26b65b24d6b,archive order,2023-12-09 02:40:55
1077,0e6c5058-00ed-4b10-98ea-3ae790bb9f26,check availability,2023-12-08 02:25:36
1078,0e6c5058-00ed-4b10-98ea-3ae790bb9f26,confirm order,2023-12-08 02:25:41
1079,0e6c5058-00ed-4b10-98ea-3ae790bb9f26,send invoice,2023-12-08 02:25:48
1080,0e6c5058-00ed-4b10-98ea-3ae790bb9f26,ship goods,2023-12-09 02:40:57
1081,0e6c5058-00ed-4b10-98ea-3ae790bb9f26,archive order,2023-12-09 02:40:59
